Version Object ID,speckle_type,URL Type,Object ID,Model URL,data.ObjectType,data.Name,Размеры.Требуемое количество подступенков,Размеры.Текущая ширина проступи,Размеры.Текущее количество подступенков,Размеры.Текущая высота подступенка,Размеры.Начальный номер проступи/подступенка
1545fc86e4d0655ed6c6e549ff65a254,IFCSTAIR,Branch,1280816654bea747f461fdb132e91c0d,https://app.speckle.systems/streams/0082eaa837,"Смонтированная лестница:7"" max riser 11"" tread 2",Смонтированная лестница:Лестница:194390,22,"0,833333333",22,"0,477272727",1
1545fc86e4d0655ed6c6e549ff65a254,IFCSTAIR,Branch,25e37df66af85dce2fb456ede400cdd3,https://app.speckle.systems/streams/0082eaa837,"Смонтированная лестница:7"" max riser 11"" tread 2",Смонтированная лестница:Лестница:194037,22,"0,833333333",22,"0,477272727",1
