Version Object ID,URL Type,speckle_type,Object ID,Model URL,data.ObjectType,data.Name,Размеры.Текущее количество проступей,Размеры.Текущее количество подступенков,Размеры.Текущая ширина проступи,Размеры.Текущая ширина марша,Размеры.Текущая высота подступенка,Высота марша
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSTAIRFLIGHT,2ba292d40ffc8c32b12bf84ad035d757,https://app.speckle.systems/streams/0082eaa837,"Немонолитный марш:2"" Tread 1"" Nosing 1/4"" Riser",Смонтированная лестница:Лестница:194390 Run 1,10,11,"0,833333333","3,833333333","0,477272727","5,25"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSTAIRFLIGHT,342ac3ea72bf647e7dfcc9f4d935485f,https://app.speckle.systems/streams/0082eaa837,"Немонолитный марш:2"" Tread 1"" Nosing 1/4"" Riser",Смонтированная лестница:Лестница:194390 Run 2,10,11,"0,833333333","3,958333333","0,477272727","5,25"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSTAIRFLIGHT,52ea6d2940bdde42519063fbfe7051a2,https://app.speckle.systems/streams/0082eaa837,"Немонолитный марш:2"" Tread 1"" Nosing 1/4"" Riser",Смонтированная лестница:Лестница:194037 Run 2,10,11,"0,833333333","3,958333333","0,477272727","5,25"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSTAIRFLIGHT,ce5c01198d4bd8d87d87d67b71552e77,https://app.speckle.systems/streams/0082eaa837,"Немонолитный марш:2"" Tread 1"" Nosing 1/4"" Riser",Смонтированная лестница:Лестница:194037 Run 1,10,11,"0,833333333","3,833333333","0,477272727","5,25"
