Version Object ID,URL Type,speckle_type,Object ID,Model URL,data.ObjectType,Размеры.Толщина,Размеры.Площадь,Размеры.Объем
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCROOF,3568d815a750470c6233ac45f832cca0,https://app.speckle.systems/streams/0082eaa837,"Базовая крыша:Generic - 12"" 2","0,5","135,625","67,8125"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCROOF,e12f574af81b7b0daa14ae5df2c49a8f,https://app.speckle.systems/streams/0082eaa837,"Базовая крыша:Generic - 12"" 2","0,5","245,515651","122,7578255"
