Version Object ID,URL Type,speckle_type,ObjectType,Object ID,Model URL,data,Размеры.Ширина,Размеры.Площадь,Размеры.Объем,Размеры.Высота
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,2585b9e10c73b908a5b751aff3297194,https://app.speckle.systems/streams/0082eaa837,[Record],"3,729911072","10,47403931","0,872836609","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,258a07e48f348fbd9102aef56e775823,https://app.speckle.systems/streams/0082eaa837,[Record],"2,93727673","8,248226661","0,687352222","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,27eb79c5afc8c102029063d13559ea7d,https://app.speckle.systems/streams/0082eaa837,[Record],"1,5625","4,296875","0,358072917","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,29e5430877ea90e25d8bd13ba2a9c4cb,https://app.speckle.systems/streams/0082eaa837,[Record],"0,826208206","2,320092106","0,193341009","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,2edb34e11d150786a728086c7fc48540,https://app.speckle.systems/streams/0082eaa837,[Record],"0,020833333","0,058502508","0,004875209","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,2f135e086490a23f10735bfc8af51557,https://app.speckle.systems/streams/0082eaa837,[Record],"0,030608994","0,08595374","0,007162812","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,338f134abd76310827c7b2915da2029f,https://app.speckle.systems/streams/0082eaa837,[Record],"1,057291667","2,907552083","0,242296007","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,34d39bf8e7a0b1dd819991cdb7a6d7b2,https://app.speckle.systems/streams/0082eaa837,[Record],"2,93727673","8,248226661","0,687352222","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,37414d0a61f30aa8afc1313f7f30cc82,https://app.speckle.systems/streams/0082eaa837,[Record],"1,5625","4,296875","0,358072917","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,3a46071582a209a31851295f4be5ec7a,https://app.speckle.systems/streams/0082eaa837,[Record],"0,826208206","2,268454093","0,189037841","2,745620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,3d1f906b95754616304db9a77d8831aa,https://app.speckle.systems/streams/0082eaa837,[Record],"0,826208206","2,320092106","0,193341009","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,3e5f52622814af1e4fa6739063719a36,https://app.speckle.systems/streams/0082eaa837,[Record],"0,030608994","0,08595374","0,007162812","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,485fc79351e668e387b8c9f7001e1a5c,https://app.speckle.systems/streams/0082eaa837,[Record],"2,93727673","8,248226661","0,687352222","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,4a5de1b87655bc28d78bcc8f9c2887dc,https://app.speckle.systems/streams/0082eaa837,[Record],"2,93727673","8,248226661","0,687352222","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,4bf4cc16c6481c62bf3ab91c4a42253f,https://app.speckle.systems/streams/0082eaa837,[Record],"3,729911072","10,47403931","0,872836609","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,5a237e0ea03d6f066427704d61bd2d59,https://app.speckle.systems/streams/0082eaa837,[Record],"0,826208206","2,320092106","0,193341009","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,61f650317c2dbd97e5b39416745b19f2,https://app.speckle.systems/streams/0082eaa837,[Record],"0,020833333","0,058502508","0,004875209","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,68a2a889c7988cfab706dd589008829e,https://app.speckle.systems/streams/0082eaa837,[Record],"1,5","4,125","0,34375","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,69f10685d1ad7ceb122b74128656a52a,https://app.speckle.systems/streams/0082eaa837,[Record],"0,020833333","0,058502508","0,004875209","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,7fca24e7c1e8f81ca562ee048a3ec4df,https://app.speckle.systems/streams/0082eaa837,[Record],"2,1875","6,015625","0,501302083","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,86036d9758b6ec00932f575e8366299f,https://app.speckle.systems/streams/0082eaa837,[Record],"3,166666667","8,708333333","0,725694444","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,8dcd1d50fb6bbc975e92a23ce0c873f8,https://app.speckle.systems/streams/0082eaa837,[Record],"0,994791667","2,735677083","0,22797309","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,91274aaf8c8e0ee131d821b184f3a04a,https://app.speckle.systems/streams/0082eaa837,[Record],"2,93727673","8,248226661","0,687352222","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,922e609f7c0675a3a162dbeb08c0de06,https://app.speckle.systems/streams/0082eaa837,[Record],"2,93727673","8,064646865","0,672053905","2,745620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,94cbe7b0e1752d27ba5a0c24e2c468be,https://app.speckle.systems/streams/0082eaa837,[Record],"3,729911072","10,47403931","0,872836609","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,99b405d26280279d7858fdccfebb6e8c,https://app.speckle.systems/streams/0082eaa837,[Record],"3,229166667","8,880208333","0,740017361","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,a40ea3fbd83cbc738b674324b8e5024a,https://app.speckle.systems/streams/0082eaa837,[Record],"0,030608994","0,08595374","0,007162812","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,a46b9b03ea7588f941d09817e31428da,https://app.speckle.systems/streams/0082eaa837,[Record],"1,5625","4,296875","0,358072917","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,a6f77381ffcfe77f75347132de4200e4,https://app.speckle.systems/streams/0082eaa837,[Record],"1,057291667","2,907552083","0,242296007","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,abc22e9ad7fbb37377ed9c561867e655,https://app.speckle.systems/streams/0082eaa837,[Record],"2,1875","6,015625","0,501302083","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,b51d0dc5f90815707f65805e2384529d,https://app.speckle.systems/streams/0082eaa837,[Record],"3,729911072","10,24091987","0,853409989","2,745620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,b86509ec7404e687bb0ca95a6759fffd,https://app.speckle.systems/streams/0082eaa837,[Record],"2,93727673","8,431806457","0,702650538","2,870620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,b8f96665bb5112597c342208b02207b7,https://app.speckle.systems/streams/0082eaa837,[Record],"1,057291667","2,907552083","0,242296007","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,be4949c5c4426fd17b242ecccd0f70a5,https://app.speckle.systems/streams/0082eaa837,[Record],"0,030608994","0,087866803","0,007322234","2,870620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,c14bfae2e5428fd745d340fadc8c7fb9,https://app.speckle.systems/streams/0082eaa837,[Record],"0,030608994","0,08595374","0,007162812","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,c2c2186cfc0db9b8c427e3d027e07755,https://app.speckle.systems/streams/0082eaa837,[Record],"0,826208206","2,320092106","0,193341009","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,c7ee033a45025bedf3edaea94234f63a,https://app.speckle.systems/streams/0082eaa837,[Record],"3,229166667","8,880208333","0,740017361","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,cb4f29e42d7a7cda737659581ecec2a0,https://app.speckle.systems/streams/0082eaa837,[Record],"1,057291667","2,907552083","0,242296007","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,cdcbca0a5012dee85204397c7f3beab7,https://app.speckle.systems/streams/0082eaa837,[Record],"0,826208206","2,320092106","0,193341009","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,d6cb62930f6ed7cd9baf71c47ad26c7f,https://app.speckle.systems/streams/0082eaa837,[Record],"2,125","5,84375","0,486979167","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,d72f0d404f42952a997db828d8507a3f,https://app.speckle.systems/streams/0082eaa837,[Record],"0,020833333","0,059804591","0,004983716","2,870620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,d7d0a31f2d26ced0e8e3d17ed86d6a02,https://app.speckle.systems/streams/0082eaa837,[Record],"1,057291667","2,907552083","0,242296007","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,db8bde4068acf3ec3a2ce7bea34010d2,https://app.speckle.systems/streams/0082eaa837,[Record],"3,166666667","8,708333333","0,725694444","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,dcb13cff0100ae833a67982797e08ab7,https://app.speckle.systems/streams/0082eaa837,[Record],"1,5625","4,296875","0,358072917","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,e04741fcf6c0381474ea8a24d8201e7c,https://app.speckle.systems/streams/0082eaa837,[Record],"0,020833333","0,058502508","0,004875209","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,e6798c8ae4357a2d74fd596f2f084f2b,https://app.speckle.systems/streams/0082eaa837,[Record],"0,020833333","0,057200425","0,004766702","2,745620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,e77f0d66ed2ce8823e285f36e5dad556,https://app.speckle.systems/streams/0082eaa837,[Record],"0,826208206","2,371730118","0,197644177","2,870620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,e8cf9c01f440153414de9bf301b67ffd,https://app.speckle.systems/streams/0082eaa837,[Record],"0,030608994","0,08595374","0,007162812","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,f4af4502a845b1b91d4bbcb59b8e556a,https://app.speckle.systems/streams/0082eaa837,[Record],"0,826208206","2,320092106","0,193341009","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,f7c2ef8376d4f5d1269a0614b67a83ab,https://app.speckle.systems/streams/0082eaa837,[Record],"1,5625","4,296875","0,358072917","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,f8cb619026e5f7835147df649cd9ed5a,https://app.speckle.systems/streams/0082eaa837,[Record],"0,020833333","0,058502508","0,004875209","2,808120385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,fcdf15a0c05c96fa7629578171a7785a,https://app.speckle.systems/streams/0082eaa837,[Record],"2,125","5,84375","0,486979167","2,75"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,ff462d68fa0f086b34288487af0f3c31,https://app.speckle.systems/streams/0082eaa837,[Record],"0,030608994","0,084040678","0,00700339","2,745620385"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCPLATE,System Panel:Glazed,ffe9353c45a7303637116f9480c9f8b1,https://app.speckle.systems/streams/0082eaa837,[Record],"1,057291667","2,907552083","0,242296007","2,75"
