Version Object ID,URL Type,speckle_type,Object ID,Model URL,data.ObjectType,Размеры.Длина,Верхний поручень(Type).Высота
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCRAILING,1117a06b49209485cf8ab003f5805d92,https://app.speckle.systems/streams/0082eaa837,Ограждение:Handrail - Pipe 2,"5,416666667","5,5"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCRAILING,668a9fd2b6a7c1db099526f0304b9101,https://app.speckle.systems/streams/0082eaa837,Ограждение:Handrail - Pipe 2,"2,875","5,5"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCRAILING,79e0b00d2637ce3de698ad8e3f7effb1,https://app.speckle.systems/streams/0082eaa837,Ограждение:Handrail - Pipe 3,10,3
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCRAILING,a261555fa158e5b894aad73ce88dbd89,https://app.speckle.systems/streams/0082eaa837,Ограждение:Handrail - Pipe 3,10,3
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCRAILING,a3b0f0b5220d4fab2d1a8df46d4869b5,https://app.speckle.systems/streams/0082eaa837,Ограждение:Handrail - Pipe 2,"2,458333333","5,5"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCRAILING,c523e5a9695bc8bd0ff3b2e49db3f5f0,https://app.speckle.systems/streams/0082eaa837,Ограждение:Handrail - Pipe 2,"7,125","5,5"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCRAILING,eba0b48f944610644b88de3b8b3b397f,https://app.speckle.systems/streams/0082eaa837,Ограждение:Handrail - Rectangular,"20,63596625",3
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCRAILING,fa3b666a6b89eacd478a8b18af58c893,https://app.speckle.systems/streams/0082eaa837,Ограждение:Handrail - Rectangular,"20,63596625",3
