Version Object ID,URL Type,speckle_type,Object ID,Model URL,data.ObjectType,Размеры.Площадь,Размеры.Длина
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCCURTAINWALL,02a004b3520c3f3665c530b1f4835535,https://app.speckle.systems/streams/0082eaa837,Витраж:Curtain Wall 1,"28,375","9,875"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCCURTAINWALL,07c895a1ae776a1f441d54a9fc7bd0c9,https://app.speckle.systems/streams/0082eaa837,Витраж:Curtain Wall 1,"40,5","13,91666667"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCCURTAINWALL,4157059372c3563fe0d612493270d89c,https://app.speckle.systems/streams/0082eaa837,Витраж:Curtain Wall 1,"27,75","9,66666667"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCCURTAINWALL,744a732da7df157994df0fbb41826f8d,https://app.speckle.systems/streams/0082eaa837,Витраж:Curtain Wall 1,"188,7718345","8,461505002"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCCURTAINWALL,bf3b513b00a00c7f95e1aaecafd28a34,https://app.speckle.systems/streams/0082eaa837,Витраж:Curtain Wall 1,"40,25","13,625"
