Version Object ID,URL Type,speckle_type,ot.ObjectType,Object ID,Model URL,data,Размеры.Общая толщина,Зависимости.Относительная высота
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSLAB,Немонолитная площадка:Non-Monolithic Landing,091d6c16e2c72a550acdc744a6c7ea06,https://app.speckle.systems/streams/0082eaa837,[Record],"0,166666667","5,25"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSLAB,Немонолитная площадка:Non-Monolithic Landing,23ac53954052d0b0976ce60d48156ddc,https://app.speckle.systems/streams/0082eaa837,[Record],"0,166666667","5,25"
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSLAB,Перекрытие:2.5,8f00390d774a30be699abc743ff57616,https://app.speckle.systems/streams/0082eaa837,[Record],,
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSLAB,Перекрытие:2.5 2,7a2d0ded548ca7c60a43e0b175e3abab,https://app.speckle.systems/streams/0082eaa837,[Record],,
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSLAB,Перекрытие:2.5 2,a9cdd7268d7d0a34fbb10a3ece9c18dd,https://app.speckle.systems/streams/0082eaa837,[Record],,
1545fc86e4d0655ed6c6e549ff65a254,Branch,IFCSLAB,Перекрытие:2.5 2,bc5cf0df31aacdab4e5e67012077a503,https://app.speckle.systems/streams/0082eaa837,[Record],,
